,Project Name,Procuring Entity,OCID,Project Cost,Contractor,Class,Asset Range,No of Employee,Year,Status,Remark,Award Date,Publication Date,Project Location
,Rebilitation/Upgrading of mumuni Adio (Buba marwa) in Amuwo Odofin LGA.,MINISTRY OF WORKS INFRASTRUCTURE,ocds-5q8fsw-6202171612337,"8,079,473,523.02",MESSRS. CRANEBURG CONSTRUCTION LIMITED.,Private Organization,,0,2021,New Award,,Not Available,"Monday, June 28, 2021",Lagos
,Rehabilitation of Moshalashi street in Somolu local Government Area.,MINISTRY OF WORKS INFRASTRUCTURE,ocds-5q8fsw-6202122340862,"468,006,337.20",225MM CONSTRUCT LIMITED,Private Organization,,0,2021,New Award,,Not Available,"Monday, June 28, 2021",Lagos
,"Provision of Janitorial Service for PWD shogunle, Ikeja",MINISTRY OF WORKS INFRASTRUCTURE,ocds-5q8fsw-6202164564518,"4,905,900.00",GOSHEN CLEANERS LIMITED,Private Organization,,0,2021,Existing Work,,Not Available,"Monday, June 28, 2021",Lagos
,Renovation of the Lagos State Code of Conduct Bureau,MINISTRY OF WORKS INFRASTRUCTURE,ocds-5q8fsw-6202105702512,"69,956,048.28",VENISON INTERNATIONAL LIMITED,Private Organization,,0,2021,New Award,,Not Available,"Monday, June 28, 2021",Lagos
,Construction of Abeje Street in Ajeromi-Ifelodun Local Government Area.,MINISTRY OF WORKS INFRASTRUCTURE,ocds-5q8fsw-6202111030153,"460,840,009.30",AGATECH ENGINEERING LIMITED,Private Organization,,0,2021,New Award,,Not Available,"Monday, June 28, 2021",Lagos
,"Construction of reverend braithwaite street network, Epe in Epe Local Government Area.",MINISTRY OF WORKS INFRASTRUCTURE,ocds-5q8fsw-6202151352557,"717,994,193.39",CRANEBURG CONSTRUCTION LIMITED,Private Organization,,0,2021,New Award,,Not Available,"Monday, June 28, 2021",Lagos
,"Construction of additional car parking lot through annexation of adjoining land area(1035m2 ) beside the newly consrtucted ibeshe floating jetty with terminal building project, at ibeshe, ikorodu local government area.",MINISTRY OF WORKS INFRASTRUCTURE,ocds-5q8fsw-6202177204650,"158,447,767.50",STEELWAYS NIGERIA LIMITED,Private Organization,,0,2021,Existing Work,,Not Available,"Monday, June 28, 2021",Lagos
,"Rehabilitation of Aromolate Road, Ikosi-Ketu in Kosofe Local Government Area",MINISTRY OF WORKS INFRASTRUCTURE,ocds-5q8fsw-6202181424003,"462,594,049.50",GABAKAR NIGERIA LIMITED,Private Organization,,0,2021,New Award,,Not Available,"Monday, June 28, 2021",Lagos
,Procurement of 31Desktop Computers and 10 Laptops for Lagos State Ministry of Health,MINISTRY OF HEALTH,ocds-5q8fsw-6202165451127,"15,838,000.00",LAURYNBANKY INTERNATIONAL COMPANY,Private Organization,,0,2021,ON-GOING,,Not Available,"Monday, June 28, 2021",LAGOS
,Cancer Screening Programme for the year 2021,MINISTRY OF HEALTH,ocds-5q8fsw-6202122086624,"66,658,000.00",MINISTRY OF HEALTH (HQ),MINISTRY,,0,2021,ON-GOING,,Not Available,"Monday, June 28, 2021",LAGOS
,"Renovation of all other Buildings in the Premises of the Lagos House, Marina (Renovation of Lagos House Marina Phase II)",MINISTRY OF WORKS INFRASTRUCTURE,ocds-5q8fsw-6202133726475,"280,801,055.18",HK DESIGNS LIMITED,Private Organization,,0,2021,Existing Work,,Not Available,"Monday, June 28, 2021",Lagos
,RENOVATION OF IGA IDUGANRAN OFFICIAL RESIDENCE AND PALACE OF THE OBA OF LAGOS,MINISTRY OF WORKS INFRASTRUCTURE,ocds-5q8fsw-6202118657327,"24,595,420.26",ARBICO PLC,Private Organization,,0,2021,New Award,,Not Available,"Monday, June 28, 2021",Lagos
,Free new born screening programme for sickle cell disorder in state healthcare facilities for the year 2021,MINISTRY OF HEALTH,ocds-5q8fsw-6202102283014,"37,504,000.00",MAXIQUEST INTERNAL GLOBAL,Private Organization,,0,2021,ON-GOING,,Not Available,"Monday, June 28, 2021",LAGOS
,Procurement of one million tabs of Ivermetcin 12mg,MINISTRY OF HEALTH,ocds-5q8fsw-6202184867058,"120,000,000.00",OBAKO PHARMACEUTICALS LIMITED,Private Organization,,0,2021,COMPLETED,,Not Available,"Monday, June 28, 2021",LAGOS
,Training and equipping of state Junior secondary school teachers on vision screening for students,MINISTRY OF HEALTH,ocds-5q8fsw-6202136137820,"30,000,000.00",MINISTRY OF HEALTH (HQ),MINISTRY,,0,2021,ON-GOING,,Not Available,"Monday, June 28, 2021",LAGOS
,Implementation of monitoring and supportive supervisory activities,MINISTRY OF HEALTH,ocds-5q8fsw-6202150262108,"27,906,192.00",MINISTRY OF HEALTH (HQ),MINISTRY,,0,2021,ON-GOING,,Not Available,"Monday, June 28, 2021",LAGOS
,"Evaluating health interventions towards reducing infant, child and maternal mortality",MINISTRY OF HEALTH,ocds-5q8fsw-6202170450411,"35,000,000.00",MINISTRY OF HEALTH (HQ),MINISTRY,,0,2021,ON-GOING,,Not Available,"Monday, June 28, 2021",LAGOS
,Pre-installation requirements for autoclaves for 6 (six) Hospitals,MINISTRY OF HEALTH,ocds-5q8fsw-6202118838118,"39,783,958.00",PHILLIPS PROJECTS CENTRE LIMITED,Private Organization,,0,2021,ON-GOING,,Not Available,"Monday, June 28, 2021",LAGOS
,Emergency logistics operation and transportation of oxygen supply for the Mainland Hospital and oxygen kiosk,MINISTRY OF HEALTH,ocds-5q8fsw-6202130046554,"12,192,000.00",CARTER BIGGS INVESTMENT LIMITED,Private Organization,,0,2021,ON-GOING,,Not Available,"Monday, June 28, 2021",LAGOS
,Payment of covid-19 allowance for march 2021 to volunteer health workers,MINISTRY OF HEALTH,ocds-5q8fsw-6202110054851,"31,970,000.00",MINISTRY OF HEALTH (HQ),MINISTRY,,0,2021,ON-GOING,,Not Available,"Monday, June 28, 2021",LAGOS
,Payment COVID-19 allowance for January-march 2021 for government frontline health workers,MINISTRY OF HEALTH,ocds-5q8fsw-6202173810501,"171,850,000.00",MINISTRY OF HEALTH (HQ),MINISTRY,,0,2021,COMPLETED,,Not Available,"Monday, June 28, 2021",LAGOS
,Installation of a fully digital hybrid pabx system,MINISTRY OF HEALTH,ocds-5q8fsw-6202147277412,"13,000,641.50",OASIS INFO TECH LIMITED,Private Organization,,0,2021,ON-GOING,,Not Available,"Monday, June 28, 2021",LAGOS
,"Procurement of Drugs, Consumables and Personal Protective Equipment for 6 months in FCSC",MINISTRY OF HEALTH,ocds-5q8fsw-6202156576100,"17,212,950.00",HEALTHLINE GLOBAL SERVICES LIMITED,Private Organization,,0,2021,ON-GOING,,Not Available,"Monday, June 28, 2021",LAGOS
,Improve capacity for active management of the third stage of labour and common obstetrics emergencies,MINISTRY OF HEALTH,ocds-5q8fsw-6202121232004,"18,822,500.00",MINISTRY OF HEALTH (HQ),MINISTRY,,0,2021,ON-GOING,,Not Available,"Sunday, June 27, 2021",LAGOS
,Increasing the skills of Health Workers towards improving access to family planning services across the State,MINISTRY OF HEALTH,ocds-5q8fsw-6202101266360,"15,000,000.00",MINISTRY OF HEALTH (HQ),MINISTRY,,0,2021,ON-GOING,,Not Available,"Sunday, June 27, 2021",LAGOS
,Balance of payment of the reimburse sable claims of Renescor Health LLP for the operations and management of the cardiac and renal center from November 2014 to June 2016.,MINISTRY OF HEALTH,ocds-5q8fsw-6202125386463,"250,000,000.00",RENESCOR HEALTH LLP,Private Organization,,0,2021,COMPLETED,,Not Available,"Sunday, June 27, 2021",LAGOS
,Year 2021 Continuing Medical Education (CME) Programme for Health Workers,MINISTRY OF HEALTH,ocds-5q8fsw-6202185653505,"29,653,800.00",MINISTRY OF HEALTH (HQ),MINISTRY,,0,2021,ON-GOING,,Not Available,"Sunday, June 27, 2021",LAGOS
,"Implementation of two rounds of Year 2021 Maternal, Newborn, Child and Adolescent Health Week in Lagos State",MINISTRY OF HEALTH,ocds-5q8fsw-6202180181628,"90,000,000.00",MINISTRY OF HEALTH (HQ),MINISTRY,,0,2021,ON-GOING,,Not Available,"Sunday, June 27, 2021",LAGOS
,"State Eye Care Workers to undergo Ophthalmic Engineering Course organized by University College Hospital, Ibadan",MINISTRY OF HEALTH,ocds-5q8fsw-6202125370025,"12,105,000.00",MINISTRY OF HEALTH (HQ),MINISTRY,,0,2021,ON-GOING,,Not Available,"Sunday, June 27, 2021",LAGOS
,Implementation of the year 2021 Training Workshop for all Clinical/Non-clinical officers on Grade Level 07-12 in the Ministry of Health,MINISTRY OF HEALTH,ocds-5q8fsw-6202117712478,"21,250,000.00",MINISTRY OF HEALTH (HQ),MINISTRY,,0,2021,ON-GOING,,Not Available,"Sunday, June 27, 2021",LAGOS
,Implementation of the year 2021 Adolescent Sexual Reproductive Health Activities in Lagos State,MINISTRY OF HEALTH,ocds-5q8fsw-6202137855432,"22,640,000.00",MINISTRY OF HEALTH (HQ),MINISTRY,,0,2021,ON-GOING,,Not Available,"Sunday, June 27, 2021",LAGOS
,Lagos State Accountability Mechanism for Maternal and Newborn Health,MINISTRY OF HEALTH,ocds-5q8fsw-6202108124462,"10,370,000.00",MINISTRY OF HEALTH (HQ),MINISTRY,,0,2021,ON-GOING,,Not Available,"Sunday, June 27, 2021",LAGOS
,April- June 2021 Operational Expenses for the year 2021,MINISTRY OF HEALTH,ocds-5q8fsw-6202111245763,"36,000,000.00",MINISTRY OF HEALTH (HQ),MINISTRY,,0,2021,ON-GOING,,Not Available,"Sunday, June 27, 2021",LAGOS
,Lagos Lifeline: Mental Health Counselling and Suicide Hotline,MINISTRY OF HEALTH,ocds-5q8fsw-6202180434184,"15,280,000.00",MINISTRY OF HEALTH (HQ),MINISTRY,,0,2021,ON-GOING,,Not Available,"Sunday, June 27, 2021",LAGOS
,January March 2021 Operational Expenses for the year 2021,MINISTRY OF HEALTH,ocds-5q8fsw-6202101107344,"11,088,000.00",MINISTRY OF HEALTH (HQ),MINISTRY,,0,2021,ON-GOING,,Not Available,"Sunday, June 27, 2021",LAGOS
,Procurement of Anti-Malaria Medicines and Commodities,MINISTRY OF HEALTH,ocds-5q8fsw-6202135240331,"108,254,422.00",HARVESTFIELD INDUSTRIES LIMITED,Private Organization,,0,2021,ON-GOING,,Not Available,"Sunday, June 27, 2021",LAGOS
,Interim sequencing strategy of Covid-19 samples and analysis to determine the different variants in Lagos State,MINISTRY OF HEALTH,ocds-5q8fsw-6202143623371,"14,706,510.00",ZENDALE LIMITED,Private Organization,,0,2021,ON-GOING,,Not Available,"Sunday, June 27, 2021",LAGOS
,Procurement of reagents and consumables for the enhanced testing in the COVID-19 response,MINISTRY OF HEALTH,ocds-5q8fsw-6202146658011,"94,530,000.00",HEAVY LOT ENTERPRISES,Private Organization,,0,2021,ON-GOING,,Not Available,"Sunday, June 27, 2021",LAGOS
,Procurement of Medicines and Medical Consumables for the Rehabilitation and Training Center Majidun.,MINISTRY OF HEALTH,ocds-5q8fsw-6202117063367,"10,023,750.00",HEALTHLINE GLOBAL SERVICES LIMITED,Private Organization,,0,2021,ON-GOING,,Not Available,"Sunday, June 27, 2021",LAGOS
,"Procurement of genetic Sequencer, Bioinformatics Software, Automated Library Prep System, Kits, Library Prep Consumables and NGS Consumables",MINISTRY OF HEALTH,ocds-5q8fsw-6202123414056,"853,894,400.00",PETER AND JANE LIMITED,Private Organization,,0,2021,ON-GOING,,Not Available,"Sunday, June 27, 2021",LAGOS
,Procurement and installation of 18 chamber mortuary refrigerating unit and other equipment.,MINISTRY OF HEALTH,ocds-5q8fsw-6202144267123,"55,540,850.00",TOS FUNERALS LIMITED,Private Organization,,0,2021,ON-GOING,,Not Available,"Sunday, June 27, 2021",LAGOS
,Functionalization and commissioning of the MCC Epe,MINISTRY OF HEALTH,ocds-5q8fsw-6202101521487,"58,872,350.00",OASIS INFO TECH LIMITED,Private Organization,,0,2021,ON-GOING,,Not Available,"Sunday, June 27, 2021",LAGOS
,Procurement of furniture items in the Ministry of Health,MINISTRY OF HEALTH,ocds-5q8fsw-6202164832362,"55,054,000.00",ROSEWOOD INTERIOR,Private Organization,,0,2021,ON-GOING,,Not Available,"Sunday, June 27, 2021",LAGOS
,Procurement of one vehicle for the Internal Audit Unit in the Ministry of Health,MINISTRY OF HEALTH,ocds-5q8fsw-6202121851818,"12,500,000.00",EL KHADI NIGERIA ENTERPRISES,Private Organization,,0,2021,COMPLETED,,Not Available,"Sunday, June 27, 2021",LAGOS
,Reinstallation of LASAMBUS 2-Way Radio Communication with repeater and Radio Base,MINISTRY OF HEALTH,ocds-5q8fsw-6202168484626,"27,265,000.00",MULTIPLEX TECHNOLOGIES NIGERIA LIMITED,Private Organization,,0,2021,ON-GOING,,Not Available,"Sunday, June 27, 2021",LAGOS
,Renovation and Maintenance of staff Quarter for YR2020 located in Ogba (Lot2A),MINISTRY OF WORKS INFRASTRUCTURE,ocds-5q8fsw-6202118753114,"28,081,664.68",WASTON TREASURE LINKS ENTERPRISE,Private Organization,,0,2020,Existing Work,,Not Available,"Saturday, June 26, 2021",Lagos
,Renovation and Maintenance of staff Quarter for YR2020 located in Alausa,MINISTRY OF WORKS INFRASTRUCTURE,ocds-5q8fsw-6202132206503,"31,375,239.08",JOLFAD BULIDERS LIMITED,Private Organization,,0,2020,Existing Work,,Not Available,"Saturday, June 26, 2021",Lagos
,"Replacement of 2 Nos.10 Passenger, lifts I Block 1, the secretariat, Aluasa occupied by offices of secretary to the state government the auditor general and the parastatal monitoring office",MINISTRY OF WORKS INFRASTRUCTURE,ocds-5q8fsw-6202156471785,"69,165,500.00",ETCO NIGERIA LIMITED,Private Organization,,0,2020,Existing Work,,Not Available,"Saturday, June 26, 2021",Lagos
,Rehabilitation of ST. Finbars Road in Kosofe L.G.A (Abule Okuta to Soluyi deeper life Church),MINISTRY OF WORKS INFRASTRUCTURE,ocds-5q8fsw-6202177242436,"3,511,242,335.39",METROPOLITAN CONSTRUCTION COMPANY LIMITED,Private Organization,,0,2020,Existing Work,,Not Available,"Saturday, June 26, 2021",Lagos
,Rehabilitation of ST.finbars road in Kosofe L.G.A(University of Lagos Gate to Abule Okuta Bariga Market),MINISTRY OF WORKS INFRASTRUCTURE,ocds-5q8fsw-6202172673542,"3,502,143,595.68",FIRST AUGUST NIGERIA LIMITED,Private Organization,,0,2020,Existing Work,,Not Available,"Saturday, June 26, 2021",Lagos
,"Procurement of Computer systems, Laptops and Printers",MINISTRY OF TRANSPORT,ocds-5q8fsw-6202152814568,"15,005,000.00",KINGSTON TECHNOLOGIES LTD,Private Organization,,0,2021,Not Yet Started,,Not Available,"Saturday, June 26, 2021",Lagos
,procurement of Equipment and computer accessories,MINISTRY OF TRANSPORT,ocds-5q8fsw-6202106176275,"38,166,050.00",FAIRDEAL VENTURES LTD,Private Organization,,0,2021,Not Yet Started,,Not Available,"Saturday, June 26, 2021",Lagos
,Provision of Different Types of Speed Breakers,MINISTRY OF TRANSPORT,ocds-5q8fsw-6202137384758,"25,445,000.00",QUEVEDO INTERNATIONAL LIMITED,Private Organization,,0,2021,Ongoing,,"Friday, April 30, 2021","Saturday, June 26, 2021",Lagos
,Fuelling of Operational Vehicles of VIS,MINISTRY OF TRANSPORT,ocds-5q8fsw-6202166243016,"24,354,000.00",JAMTOP INTERNATIONAL SERVICES LIMITED,Private Organization,,0,2021,Ongoing,,Not Available,"Saturday, June 26, 2021",Lagos
,Procurement of Tyres for Operational Vehicles in the Fleet of Vehicle Inspection services,MINISTRY OF TRANSPORT,ocds-5q8fsw-6202111382378,"12,400,000.00",NEW BREEZE WORLD INTERNATIONAL COMPANY,Private Organization,,0,2021,Completed,,Not Available,"Saturday, June 26, 2021",Lagos
,Consultancy on Traffic Gridlock resolution of 30 Junctions (Phase 2),MINISTRY OF TRANSPORT,ocds-5q8fsw-6202185714644,"225,302,492.80",ADVANCED ENGINEERING CONSULTANTS,Private Organization,,0,2021,Ongoing,,Not Available,"Saturday, June 26, 2021",Lagos
,"Junction Improvement Works, Ikorodu Roundabout",MINISTRY OF TRANSPORT,ocds-5q8fsw-6202113121265,"1,700,000,000.00",N.S.C.E COMPANY LIMITED,Private Organization,,0,2021,Ongoing,,Not Available,"Saturday, June 26, 2021",Lagos
,Junction improvement Works computer village,MINISTRY OF TRANSPORT,ocds-5q8fsw-6202143614155,"996,866,301.69",ROJO ENGINEERING AND CONSTRUCTION LIMITED,Private Organization,,0,2021,Not Yet Started,,Not Available,"Saturday, June 26, 2021",Lagos
,"Junction improvement Works, Alexandra",MINISTRY OF TRANSPORT,ocds-5q8fsw-6202125600211,"686,261,455.64",FOLI TRANSPORT ENGINEERING AND SOLUTIONS LTD,Private Organization,,0,2021,Not Yet Started,,Not Available,"Saturday, June 26, 2021",Lagos
,Production of Signages,MINISTRY OF TRANSPORT,ocds-5q8fsw-6202168341324,"38,920,000.00",LAGOS STATE NUMBER PLATE AUTHORITY,Private Organization,,0,2021,Ongoing,,Not Available,"Saturday, June 26, 2021",Lagos
,Procurement of Computer Cosumables(Tonner),MINISTRY OF TRANSPORT,ocds-5q8fsw-6202115880378,"2,317,000.00",KINGSTON TECHNOLOGIES LTD,Private Organization,,0,2021,Completed,,Not Available,"Saturday, June 26, 2021",Lagos
,Supply and Installation of VIS Central Billing System,MINISTRY OF TRANSPORT,ocds-5q8fsw-6202182463147,"6,911,712.50",SOFT ALLIANCE AND RESOURCES LIMITED,Private Organization,,0,2021,Completed,,Not Available,"Saturday, June 26, 2021",Lagos
,Procurement of Uniform and protective outfit for VIS Officers,MINISTRY OF TRANSPORT,ocds-5q8fsw-6202160338781,"29,123,900.00",NEW BREEZE WORLD INTERNATIONAL COMPANY,Private Organization,,0,2021,Ongoing,,Not Available,"Saturday, June 26, 2021",Lagos
,Supply Of PBX- Private Branch Exchange Intercom,MINISTRY OF EDUCATION,ocds-5q8fsw-6202162645868,"4,403,100.00",G.O. DYNASTY,Private Organization,,0,2021,ACTIVE,,"Tuesday, June 1, 2021","Saturday, June 26, 2021",LAGOS
,TEACHERS MENTORING VOLUNTEER CORP,MINISTRY OF EDUCATION,ocds-5q8fsw-6202186620110,"2,500,000.00",DOMINICA VENTURES,Private Organization,,0,2021,ACTIVE,,"Wednesday, April 28, 2021","Saturday, June 26, 2021",LAGOS
,"Consruction Of Perimeter Fence and 2 Security Towers To Secure Eko Boys High School, Abijo, Ajah",MINISTRY OF EDUCATION,ocds-5q8fsw-6202187245028,"137,920,698.25",PECKSGREY NIGERIA LIMITED,Private Organization,,0,2021,ACTIVE,,"Tuesday, June 1, 2021","Saturday, June 26, 2021",LAGOS STATE
,"Rehabilitation of 17 1 Classroom Block at Euba Secondary School, Mushin",MINISTRY OF EDUCATION,ocds-5q8fsw-6202165263148,"61,858,881.77",WATCHTOWER MANAGEMENT LIMITED,Private Organization,,0,2021,NEW AWARD,,Not Available,"Saturday, June 26, 2021",LAGOS
,Renovation of the Honourable Commissioner s Ante Room and Lobby,MINISTRY OF EDUCATION,ocds-5q8fsw-6202172722708,"4,796,421.56",DE FLOURISHING GREENPALMS NIGERIA LIMITED,Private Organization,,0,2021,NEW AWARD,,"Monday, May 24, 2021","Saturday, June 26, 2021",LAGOS
,Renovation of the Honourable Commissioner s Office and Rest Room,MINISTRY OF EDUCATION,ocds-5q8fsw-6202160704786,"4,800,004.00",DE FLOURISHING GREENPALMS NIGERIA LIMITED,Private Organization,,0,2021,NEW AWARD,,"Monday, May 24, 2021","Saturday, June 26, 2021",LAGOS
,"COMPLETION OF CONSTRUCTION OF 18 CLASSROOM BLOCK AT AGUDA SENIOR COMPREHENSIVE HIGH SCHOOL, SURULERE",MINISTRY OF EDUCATION,ocds-5q8fsw-6202148504334,"123,532,735.77",FAMUG NIGERIA LIMITED,Private Organization,,0,2021,NEW AWARD,,"Tuesday, May 18, 2021","Saturday, June 26, 2021",LAGOS
,"COMPLETION OF CONSTRUCTION OF 12 CLASSROOM BLOCK AT EGAN JUNIOR GRAMMAR SCHOOL, EGAN, ALIMOSHO",MINISTRY OF EDUCATION,ocds-5q8fsw-6202140233077,"119,517,568.43",MUSBY NIGERIA COMPANY LIMITED,Private Organization,,0,2021,ONGOING,,"Tuesday, May 18, 2021","Saturday, June 26, 2021",LAGOS
,"COMPLETION OF CONSTRUCTION OF 1 NO 12 CLASSROOM BLOCK AT BAYEKU SENIOR SECONDARY SCHOOL, BAYEKU, IKORODU",MINISTRY OF EDUCATION,ocds-5q8fsw-6202142405572,"86,262,607.90",TAYEKA NIGERIA LIMITED,Private Organization,,0,2021,ACTIVE,,"Tuesday, May 18, 2021","Saturday, June 26, 2021",LAGOS
,"COMPLETION OF CONSTRUCTION OF 1 NO 18 CLASSROOMS BLOCK AT AJARA SENIOR  GRAMMAR SCHOOL, BADAGRY",MINISTRY OF EDUCATION,ocds-5q8fsw-6202117460033,"79,391,408.61",AKALO INTEGRATED RESOURCES LIMITED,Private Organization,,0,2021,NEW AWARD,,"Tuesday, May 18, 2021","Saturday, June 26, 2021",LAGOS
,PROCUREMENT OF SCIENCE MATERIALS AND CHEMICALS FOR STATE SENIOR SECONDARY SCHOOLS 2021 WEST AFRICAN SECONDARY SCHOOL CERTIFICATE (WASSCE) PRACTICAL EXAMINATION,MINISTRY OF EDUCATION,ocds-5q8fsw-6202141863628,"57,650,880.00",MCDONALD SCIENTIFIC EMPORIUM,Private Organization,,0,2021,NEW AWARD,,"Tuesday, April 13, 2021","Saturday, June 26, 2021",LAGOS
,"COMPLETION OF CONSTRUCTION OF 1 NO 18 CLASSROOMS BLOCK AT EJIGBO JUNIOR  HIGH SCHOOL, EJIGBO",MINISTRY OF EDUCATION,ocds-5q8fsw-6202172381252,"87,029,555.51",MT - EKALOF VENTURES LTD,Private Organization,,0,2020,NEW AWARD,,Not Available,"Saturday, June 26, 2021",LAGOS
,"COMPLETION OF CONSTRUCTION OF 1 NO 18 CLASSROOMS BLOCK AT EPE GIRLS SENIOR HIGH SCHOOL, EPE",MINISTRY OF EDUCATION,ocds-5q8fsw-6202147788230,"84,074,671.48",KING HORSE INTERNATIONAL LIMITED,Private Organization,,0,2020,NEW AWARD,,Not Available,"Saturday, June 26, 2021",LAGOS
,"Lane Marking(COLLEGE RD,/YAYA ABATAN,IBESHE RD.....)",MINISTRY OF TRANSPORT,ocds-5q8fsw-6202120357137,"146,599,065.79",ROCSOL INVESTMENT LIMITED,Private Organization,,0,2021,Ongoing,,Not Available,"Saturday, June 26, 2021",Lagos
,"Lane Marking(OJUELEGBA-ITIRE RD,ILUPEJU....)",MINISTRY OF TRANSPORT,ocds-5q8fsw-6202114610101,"134,350,400.36",FOLI TRANSPORT ENGINEERING AND SOLUTIONS LTD,Private Organization,,0,2021,Ongoing,,Not Available,"Saturday, June 26, 2021",Lagos
,"Lane Marking(.KEFFI ST,OYELEKE ST,ALUSA,BADORE RD,AJAH....)",MINISTRY OF TRANSPORT,ocds-5q8fsw-6202145826178,"114,027,879.59",TITAN VENTURES,Private Organization,,0,2021,Ongoing,,Not Available,"Saturday, June 26, 2021",Lagos
,"Lane Marking(SECRETARIAT,MARWA GARDEN.....)",MINISTRY OF TRANSPORT,ocds-5q8fsw-6202183233687,"84,621,294.40",MEGA REFERENCE ENGINEERING CONSTRUCTION LTD,Private Organization,,0,2021,Ongoing,,Not Available,"Saturday, June 26, 2021",Lagos
,"Lane Marking(MOBOLAJI BANK ANTHONY..,ADENIJI JONES...)",MINISTRY OF TRANSPORT,ocds-5q8fsw-6202163252255,"100,291,705.16",SPX INTERNATIONAL LTD,Private Organization,,0,2021,Ongoing,,Not Available,"Saturday, June 26, 2021",Lagos
,"Lane Marking(IYANA-IPAJA,MERAN....)",MINISTRY OF TRANSPORT,ocds-5q8fsw-6202185033871,"94,237,388.56",GABAKAR NIGERIA LIMITED,Private Organization,,0,2021,Ongoing,,Not Available,"Saturday, June 26, 2021",Lagos
,Lane Marking,MINISTRY OF TRANSPORT,ocds-5q8fsw-6202105323766,"109,390,410.26",FOLI TRANSPORT ENGINEERING AND SOLUTIONS LTD,Private Organization,,0,2021,Ongoing,,Not Available,"Saturday, June 26, 2021",Lagos
,Lane MarkingLASU-Iba Rd; Igbo Elerin Rd,MINISTRY OF TRANSPORT,ocds-5q8fsw-6202133215450,"115,968,425.30",FAOCON NIGERIA LTD.,Private Organization,,0,2021,Ongoing,,Not Available,"Saturday, June 26, 2021",Lagos
